batchId,cultivar,maturationIndex,moistureContent,oilContent,defectIndex,malaxationTemperature,malaxationTime,waterFlowRate,waterToPasteRatio,yieldPercentage,totalPhenols,freeAcidity,peroxideValue,k232,k270,deltaK,fruity,bitter,pungent,isEvooCompliant
batch982,Arbequina,2.94,50.32,15.23,0.1,22.5,34.0,0.54,11.8,12.95,335.51,0.36,2.0,1.35,0.13,0.0048,4.5,3.7,3.8,True
batch983,Cobrançosa,4.08,48.17,22.0,0.27,21.3,45.0,0.6,1.6,16.68,283.48,0.67,4.26,1.47,0.19,0.0065,4.2,3.0,3.7,False
batch984,Picual,2.05,50.79,17.29,0.26,22.8,37.2,1.15,1.5,13.77,456.04,0.65,2.9,1.33,0.18,0.0079,4.0,4.2,5.3,False
batch985,Cobrançosa,2.37,49.93,18.44,0.75,28.9,51.9,1.89,2.1,11.64,380.14,1.43,9.14,1.76,0.23,0.0108,4.2,3.9,4.3,False
batch986,Cobrançosa,3.21,45.05,16.96,0.24,30.4,50.7,1.41,8.8,13.13,290.77,0.66,10.73,1.78,0.17,0.0081,3.5,2.7,3.1,False
batch987,Galega,3.87,49.68,21.46,0.16,21.4,54.6,0.47,0.0,13.75,277.41,0.59,6.67,1.58,0.15,0.0058,4.5,2.6,3.6,True
batch988,Galega,3.25,46.55,19.52,0.06,28.8,37.9,2.99,8.4,18.61,365.44,0.33,7.12,1.62,0.14,0.0058,4.2,4.2,4.1,True
batch989,Arbequina,3.22,50.44,20.2,0.02,21.8,48.3,1.18,6.3,16.95,288.6,0.34,5.71,1.44,0.12,0.007,4.6,3.0,3.4,True
batch990,Galega,2.09,48.41,20.61,0.06,31.0,54.5,2.67,1.0,15.37,365.21,0.42,11.18,1.83,0.11,0.0073,2.8,3.4,4.6,True
batch991,Galega,3.98,53.64,14.82,0.45,24.3,31.2,1.48,9.9,11.41,342.76,0.85,2.9,1.4,0.16,0.0081,4.8,3.6,4.1,False
batch992,Picual,3.94,48.29,14.4,0.13,26.0,48.0,1.99,13.3,13.15,247.19,0.46,7.64,1.64,0.15,0.0043,4.6,2.4,3.0,True
batch993,Cobrançosa,4.09,49.04,18.44,0.05,23.3,40.4,0.88,4.2,16.9,337.96,0.31,4.86,1.51,0.13,0.0044,4.5,3.2,3.9,True
batch994,Arbequina,4.07,54.45,19.32,0.67,23.5,30.6,1.94,3.6,12.54,394.96,1.19,2.0,1.42,0.23,0.0091,4.6,4.0,4.9,False
batch995,Arbequina,3.89,55.39,18.71,0.1,30.7,44.2,2.96,4.6,16.02,334.46,0.47,9.59,1.63,0.15,0.0066,3.1,3.0,4.1,True
batch996,Picual,3.36,55.53,14.86,0.03,26.1,52.3,1.57,11.1,12.46,252.44,0.3,8.77,1.73,0.14,0.0047,4.9,2.4,3.1,True
batch997,Picual,2.23,49.67,17.13,0.38,30.8,38.3,2.67,14.0,13.78,357.19,0.8,7.08,1.59,0.18,0.0071,3.1,3.7,4.1,False
batch998,Picual,2.9,54.07,20.11,0.56,27.2,27.3,0.06,13.9,14.09,359.48,1.03,4.47,1.39,0.19,0.0076,4.8,3.8,4.3,False
batch999,Galega,3.77,53.18,18.85,0.76,27.9,54.4,1.53,4.9,10.6,279.5,1.45,9.58,1.81,0.22,0.0112,4.6,2.8,3.0,False
batch1000,Galega,2.67,54.47,14.78,0.24,24.1,28.5,2.95,13.0,12.35,397.07,0.55,2.92,1.36,0.14,0.0082,4.4,4.0,4.8,False
